Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF2FFCA,2019.06,22901.372,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Wholesale Trade,Current,Unadjusted,
BDCQ.SF2FFCA,2019.09,24002.3,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Wholesale Trade,Current,Unadjusted,
BDCQ.SF2FFCA,2019.12,25424.584,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Wholesale Trade,Current,Unadjusted,
BDCQ.SF2FFCA,2020.03,22173.957,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Wholesale Trade,Current,Unadjusted,
BDCQ.SF2FFCA,2020.06,20302.188,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Wholesale Trade,Current,Unadjusted,
BDCQ.SF2FFCA,2020.09,24335.52,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Wholesale Trade,Current,Unadjusted,
BDCQ.SF2FFCA,2020.12,25350.286,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Wholesale Trade,Current,Unadjusted,
BDCQ.SF2FFCA,2021.03,23809.401,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Wholesale Trade,Current,Unadjusted,
BDCQ.SF2FFCA,2021.06,25409.23,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Wholesale Trade,Current,Unadjusted,
BDCQ.SF2FFCA,2021.09,27534.099,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Wholesale Trade,Current,Unadjusted,
BDCQ.SF2FFCA,2021.12,30217.156,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Wholesale Trade,Current,Unadjusted,
BDCQ.SF2FFCA,2022.03,27638.257,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Wholesale Trade,Current,Unadjusted,
BDCQ.SF2GH1CA,2017.09,15519.691,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2017.12,17618.17,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2018.03,15950.345,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2018.06,16094.094,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2018.09,16219.542,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2018.12,18043.145,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2019.03,16308.572,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2019.06,16507.237,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2019.09,16709.23,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2019.12,18657.007,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2020.03,16997.676,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2020.06,14402.747,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2020.09,17751.9,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2020.12,19618.947,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2021.03,18187.477,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2021.06,18945.905,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2021.09,18434.549,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2021.12,21926.652,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH1CA,2022.03,20369.903,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Retail Trade,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2017.09,2288.75,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2017.12,2433.972,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2018.03,2390.095,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2018.06,2393.856,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2018.09,2333.112,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2018.12,2595.18,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2019.03,2486.149,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2019.06,2459.955,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2019.09,2496.385,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2019.12,2761.699,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2020.03,2505.243,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2020.06,1607.309,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2020.09,2286.653,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2020.12,2586.809,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2021.03,2446.739,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2021.06,2639.743,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2021.09,2266.58,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2021.12,2500.112,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GH2CA,2022.03,2447.059,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF2GHCA,2017.09,17808.441,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2017.12,20052.142,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2018.03,18340.44,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2018.06,18487.95,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2018.09,18552.654,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2018.12,20638.325,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2019.03,18794.721,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2019.06,18967.192,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2019.09,19205.615,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2019.12,21418.706,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2020.03,19502.919,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2020.06,16010.056,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2020.09,20038.554,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2020.12,22205.756,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2021.03,20634.216,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2021.06,21585.648,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2021.09,20701.129,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2021.12,24426.764,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2GHCA,2022.03,22816.962,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,Retail Trade and Accommodation,Current,Unadjusted,
BDCQ.SF2II1CA,2016.06,4033.792,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2016.09,4315.543,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2016.12,4340.522,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2017.03,3987.931,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2017.06,4171.03,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2017.09,4235.915,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2017.12,4882.255,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2018.03,4272.766,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2018.06,4574.029,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2018.09,5117.154,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2018.12,4919.854,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2019.03,4598.353,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2019.06,4886.277,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2019.09,4727.79,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2019.12,5289.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2020.03,4635.949,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2020.06,3610.071,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2020.09,4032.052,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2020.12,4294.29,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2021.03,4155.955,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2021.06,4578.692,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2021.09,4546.576,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2021.12,5376.815,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2II1CA,2022.03,4848.219,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF2IICA,2016.06,4033.792,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2016.09,4315.543,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2016.12,4340.522,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2017.03,3987.931,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2017.06,4171.03,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2017.09,4235.915,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2017.12,4882.255,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2018.03,4272.766,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2018.06,4574.029,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2018.09,5117.154,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2018.12,4919.854,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2019.03,4598.353,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2019.06,4886.277,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2019.09,4727.79,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2019.12,5289.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2020.03,4635.949,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2020.06,3610.071,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2020.09,4032.052,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2020.12,4294.29,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2021.03,4155.955,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2021.06,4578.692,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2021.09,4546.576,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2021.12,5376.815,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2IICA,2022.03,4848.219,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Purchases and operating expenditure,"Transport, Postal and Warehousing",Current,Unadjusted,
BDCQ.SF2JJ1CA,2016.06,1970.738,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2016.09,2206.073,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2016.12,2125.183,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2017.03,2005.618,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2017.06,2130.263,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2017.09,2249.979,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2017.12,2102.66,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2018.03,2006.725,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2018.06,2035.142,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2018.09,2129.167,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2018.12,2232.89,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2019.03,2129.856,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2019.06,2300.842,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2019.09,2321.751,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2019.12,2423.456,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2020.03,2125.17,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2020.06,1851.64,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF2JJ1CA,2020.09,2180.023,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Information Media and Telecommunications,Current prices,Unadjusted,
